MNO,RFNSA ID,Latitude,Longitude,New in 2023,3G,4G,5G,Co_funded,ABS_REMOTENESS
Optus,4171030,-27.454187,153.067383,Y,N,Y,Y,N,Major Cities of Australia
Optus,4172003,-27.456098,153.095351,N,Y,Y,Y,N,Major Cities of Australia
Optus,4172004,-27.46534,153.108354,N,Y,Y,Y,N,Major Cities of Australia
Optus,4172007,-27.455898,153.106058,N,Y,Y,N,N,Major Cities of Australia
Optus,4173001,-27.475162,153.127233,N,Y,Y,Y,N,Major Cities of Australia
Optus,4174003,-27.43907,153.135105,N,Y,Y,Y,N,Major Cities of Australia
Optus,4174004,-27.445994,153.12321,N,Y,Y,Y,N,Major Cities of Australia
Optus,4178001,-27.42219858,153.1506732,N,Y,Y,Y,N,Major Cities of Australia
Optus,4178003,-27.441773,153.14352,N,Y,Y,N,N,Major Cities of Australia
Optus,4178004,-27.378173,153.172668,N,Y,Y,N,N,Major Cities of Australia
Optus,4178005,-27.456714,153.157493,N,Y,Y,N,N,Major Cities of Australia
Optus,4178006,-27.462812,153.146499,N,Y,Y,Y,N,Major Cities of Australia
Optus,4178007,-27.438762,153.167104,N,Y,Y,Y,N,Major Cities of Australia
Optus,4178016,-27.36630401,153.1815491,N,Y,Y,N,N,Major Cities of Australia
Optus,4178020,-27.443044,153.173323,N,Y,Y,N,N,Major Cities of Australia
Optus,4179002,-27.474812,153.157138,N,Y,Y,N,N,Major Cities of Australia
Optus,4179003,-27.458566,153.174904,N,Y,Y,Y,N,Major Cities of Australia
Optus,4179004,-27.452089,153.189691,N,Y,Y,N,N,Major Cities of Australia
Optus,4179006,-27.471134,153.188146,Y,N,Y,Y,N,Major Cities of Australia
Optus,4183003,-27.41067,153.451544,N,Y,Y,N,N,Remote Australia
Optus,4183004,-27.497561,153.413201,N,Y,Y,N,N,Remote Australia
Optus,4183008,-27.435466,153.5212,N,Y,Y,Y,N,Remote Australia
Optus,4184001,-27.651581,153.380863,N,Y,Y,N,N,Outer Regional Australia
Optus,4184003,-27.604662,153.35511,N,Y,Y,N,N,Inner Regional Australia
Optus,4184005,-27.696279,153.389653,N,Y,Y,N,Y,Outer Regional Australia
Optus,4205001,-27.6846,153.157,N,Y,Y,N,N,Major Cities of Australia
Optus,4207001,-27.727398,153.198618,N,Y,Y,Y,N,Major Cities of Australia
Optus,4207002,-27.71783,153.240738,N,Y,Y,N,N,Major Cities of Australia
Optus,4207009,-27.70805305,153.2016372,N,Y,Y,N,N,Major Cities of Australia
Optus,4207010,-27.760816,153.237954,N,Y,Y,Y,N,Major Cities of Australia
Optus,4207011,-27.755387,153.186671,N,Y,Y,Y,N,Major Cities of Australia
Optus,4207012,-27.698926,153.170612,N,Y,Y,N,N,Major Cities of Australia
Optus,4207016,-27.788461,153.213064,N,Y,Y,N,N,Major Cities of Australia
Optus,4207017,-27.791908,153.099961,N,Y,Y,N,N,Major Cities of Australia
Optus,4207019,-27.700875,153.209139,N,Y,Y,Y,N,Major Cities of Australia
Optus,4207022,-27.7411,153.35243,N,Y,Y,N,N,Inner Regional Australia
Optus,4207023,-27.744746,153.221631,N,Y,Y,Y,N,Major Cities of Australia
Optus,4207028,-27.814471,153.119977,N,N,Y,Y,N,Major Cities of Australia
Optus,4207030,-27.73542668,153.1949235,N,Y,Y,N,N,Major Cities of Australia
Optus,4207031,-27.714562,153.183615,N,Y,Y,N,N,Major Cities of Australia
Optus,4207034,-27.730866,153.155628,Y,N,Y,Y,N,Major Cities of Australia
Optus,4207035,-27.8396,153.11489,N,Y,Y,N,N,Inner Regional Australia
Optus,4207038,-27.76423,153.12956,N,Y,Y,N,N,Major Cities of Australia
Optus,4207039,-27.72325,153.216268,N,Y,Y,Y,N,Major Cities of Australia
Optus,4207041,-27.74625,153.24733,N,Y,Y,Y,N,Major Cities of Australia
Optus,4207043,-27.7169,153.208455,N,Y,Y,Y,N,Major Cities of Australia
Optus,4207046,-27.80567,153.167465,N,Y,Y,Y,Y,Major Cities of Australia
Optus,4208004,-27.77352,153.25641,N,Y,Y,N,N,Major Cities of Australia
Optus,4208006,-27.77638,153.35055,N,Y,Y,N,N,Inner Regional Australia
Optus,4208007,-27.783071,153.257569,N,Y,Y,N,N,Major Cities of Australia
Optus,4209001,-27.803605,153.281951,N,Y,Y,Y,N,Major Cities of Australia
Optus,4209002,-27.856089,153.30963,N,Y,Y,Y,N,Major Cities of Australia
Optus,4209008,-27.831813,153.290378,N,Y,Y,Y,N,Major Cities of Australia
Optus,4209010,-27.862147,153.334169,N,Y,Y,Y,N,Major Cities of Australia
Optus,4209011,-27.834808,153.303068,N,Y,Y,N,N,Major Cities of Australia
Optus,4209012,-27.8088,153.26546,N,Y,Y,N,N,Major Cities of Australia
Optus,4209018,-27.864745,153.318443,N,Y,Y,Y,N,Major Cities of Australia
Optus,4209020,-27.82591,153.3163,N,Y,Y,N,N,Major Cities of Australia
Optus,4209023,-27.855975,153.293538,N,Y,Y,Y,N,Major Cities of Australia
Optus,4209026,-27.865881,153.319298,N,N,Y,N,N,Major Cities of Australia
Optus,4209033,-27.854302,153.314775,N,Y,Y,N,N,Major Cities of Australia
Optus,4209035,-27.828413,153.345045,Y,N,Y,Y,N,Major Cities of Australia
Optus,4209040,-27.845004,153.361186,Y,N,Y,N,N,Major Cities of Australia
Optus,4209043,-27.846871,153.343483,Y,N,Y,Y,N,Major Cities of Australia
Optus,4210001,-27.913252,153.245074,N,Y,Y,N,N,Major Cities of Australia
Optus,4210002,-27.912081,153.322839,N,Y,Y,Y,N,Major Cities of Australia
Optus,4210003,-27.880638,153.33109,N,Y,Y,Y,N,Major Cities of Australia
Optus,4210004,-27.867264,153.290507,N,Y,Y,Y,N,Major Cities of Australia
Optus,4210005,-27.896153,153.20891,N,Y,Y,N,N,Major Cities of Australia
Optus,4210006,-27.910441,153.296492,N,Y,Y,Y,N,Major Cities of Australia
Optus,4210007,-27.889949,153.312936,N,Y,Y,Y,N,Major Cities of Australia
Optus,4210008,-27.931681,153.292422,N,Y,Y,Y,N,Major Cities of Australia
Optus,4211001,-28.029485,153.387294,N,Y,Y,Y,N,Major Cities of Australia
Optus,4211002,-27.935291,153.335882,N,Y,Y,Y,N,Major Cities of Australia
Optus,4211003,-27.986737,153.332313,N,Y,Y,Y,N,Major Cities of Australia
Optus,4211006,-28.005654,153.368117,N,Y,Y,N,N,Major Cities of Australia
Optus,4211006,-28.006308,153.367094,N,Y,Y,N,N,Major Cities of Australia
Optus,4211006,-28.005299,153.366857,N,Y,Y,Y,N,Major Cities of Australia
Optus,4211006,-28.00708,153.36609,N,Y,Y,N,N,Major Cities of Australia
Optus,4211007,-27.952458,153.339868,N,Y,Y,N,N,Major Cities of Australia
Optus,4211008,-28.00937,153.34521,N,Y,Y,Y,N,Major Cities of Australia
Optus,4211011,-28.040341,153.294746,N,Y,Y,N,N,Major Cities of Australia
Optus,4211013,-28.003284,153.316434,N,Y,Y,N,N,Major Cities of Australia
Optus,4211019,-27.976789,153.351784,N,Y,Y,Y,N,Major Cities of Australia
Optus,4211020,-28.100328,153.216665,N,Y,Y,N,N,Inner Regional Australia
Optus,4211023,-27.996482,153.338773,N,Y,Y,N,N,Major Cities of Australia
Optus,4211033,-27.945146,153.3241,N,Y,Y,N,N,Major Cities of Australia
Optus,4211034,-28.01905,153.3676,N,Y,Y,Y,N,Major Cities of Australia
Optus,4211042,-28.03398,153.35281,N,Y,Y,N,N,Major Cities of Australia
Optus,4211044,-28.008876,153.295401,N,Y,Y,N,N,Major Cities of Australia
Optus,4211051,-28.005616,153.365324,N,Y,Y,N,N,Major Cities of Australia
Optus,4211052,-28.00477,153.364268,N,Y,Y,N,N,Major Cities of Australia
Optus,4212005,-27.905694,153.341587,N,Y,Y,N,N,Major Cities of Australia
Optus,4212008,-27.85415,153.361556,N,Y,Y,N,N,Major Cities of Australia
Optus,4212010,-27.876001,153.341153,N,Y,Y,N,N,Major Cities of Australia
Optus,4212012,-27.904923,153.317404,N,Y,Y,Y,N,Major Cities of Australia
Optus,4212014,-27.869415,153.369153,N,Y,Y,Y,N,Major Cities of Australia
Optus,4212015,-27.927262,153.336399,N,N,Y,N,N,Major Cities of Australia
Optus,4212017,-27.920602,153.339599,N,Y,Y,Y,N,Major Cities of Australia
Optus,4213001,-28.143693,153.352933,N,Y,Y,N,N,Major Cities of Australia
Optus,4213002,-28.07545,153.34146,N,Y,Y,N,N,Major Cities of Australia
Optus,4213004,-28.062585,153.360523,N,Y,Y,Y,N,Major Cities of Australia
Optus,4213005,-28.092434,153.366173,N,Y,N,N,N,Major Cities of Australia
Optus,4213005,-28.092456,153.366209,N,N,Y,N,N,Major Cities of Australia
Optus,4213006,-28.059268,153.331491,N,Y,Y,Y,N,Major Cities of Australia
Optus,4213009,-28.2351,153.28854,N,Y,Y,N,N,Inner Regional Australia
Optus,4213014,-28.089088,153.386267,N,N,Y,N,N,Major Cities of Australia
Optus,4213015,-28.053388,153.356388,N,Y,Y,N,N,Major Cities of Australia
Optus,4213016,-28.105096,153.32743,N,Y,Y,N,N,Major Cities of Australia
Optus,4213017,-28.077424,153.365425,N,Y,Y,N,N,Major Cities of Australia
Optus,4214001,-27.994317,153.389268,N,Y,Y,Y,N,Major Cities of Australia
Optus,4214002,-27.92714,153.36084,N,Y,Y,N,N,Major Cities of Australia
Optus,4214005,-27.977351,153.388594,N,Y,Y,Y,N,Major Cities of Australia
Optus,4214006,-27.987489,153.382674,N,Y,Y,Y,N,Major Cities of Australia
Optus,4214007,-27.98409,153.363951,N,Y,Y,Y,N,Major Cities of Australia
Optus,4214009,-27.950791,153.359825,N,Y,Y,Y,N,Major Cities of Australia
Optus,4214010,-27.963948,153.367161,N,Y,Y,N,N,Major Cities of Australia
Optus,4214014,-27.98001,153.377,N,Y,Y,N,N,Major Cities of Australia
Optus,4214015,-27.942452,153.374889,N,Y,Y,Y,N,Major Cities of Australia
Optus,4215002,-27.986233,153.410991,N,Y,Y,N,N,Major Cities of Australia
Optus,4215003,-27.966787,153.414229,N,Y,Y,Y,N,Major Cities of Australia
Optus,4215004,-27.956064,153.409821,N,Y,Y,Y,N,Major Cities of Australia
Optus,4215005,-27.95684955,153.3839449,N,Y,Y,Y,N,Major Cities of Australia
Optus,4215006,-27.968028,153.41627,N,Y,Y,Y,N,Major Cities of Australia
Optus,4215006,-27.968047,153.416324,N,N,Y,N,N,Major Cities of Australia
Optus,4215008,-27.963535,153.384771,N,Y,Y,N,N,Major Cities of Australia
Optus,4215009,-27.95355,153.39143,N,Y,Y,Y,N,Major Cities of Australia
Optus,4215017,-27.93523902,153.3804838,N,Y,Y,Y,N,Major Cities of Australia
Optus,4215019,-27.970618,153.408093,N,Y,Y,Y,N,Major Cities of Australia
Optus,4215021,-27.975379,153.420087,N,Y,Y,Y,N,Major Cities of Australia
Optus,4215024,-27.962769,153.379665,N,Y,Y,Y,N,Major Cities of Australia
Optus,4215027,-27.959116,153.378625,N,N,Y,N,N,Major Cities of Australia
Optus,4215029,-27.9758,153.40035,N,Y,Y,N,N,Major Cities of Australia
Optus,4215030,-27.943974,153.408208,N,Y,Y,Y,N,Major Cities of Australia
Optus,4215031,-27.969357,153.395532,N,Y,Y,N,N,Major Cities of Australia
Optus,4215034,-27.960666,153.38804,N,Y,Y,Y,N,Major Cities of Australia
Optus,4215034,-27.961665,153.386725,N,Y,Y,Y,N,Major Cities of Australia
Optus,4216001,-27.913657,153.400447,N,Y,Y,N,N,Major Cities of Australia
Optus,4216001,-27.91549959,153.3985446,N,Y,Y,Y,N,Major Cities of Australia
Optus,4216002,-27.887322,153.388836,N,Y,Y,Y,N,Major Cities of Australia
Optus,4216003,-27.928722,153.369885,N,Y,Y,Y,N,Major Cities of Australia
Optus,4216006,-27.900466,153.385881,N,Y,Y,N,N,Major Cities of Australia
Optus,4216008,-27.933016,153.400361,N,Y,Y,Y,N,Major Cities of Australia
Optus,4216009,-27.898972,153.402492,N,Y,Y,N,N,Major Cities of Australia
Optus,4216012,-27.927315,153.405625,N,Y,Y,N,N,Major Cities of Australia
Optus,4216013,-27.910453,153.388654,N,Y,Y,Y,N,Major Cities of Australia
Optus,4216016,-27.932588,153.386927,N,Y,Y,N,N,Major Cities of Australia
Optus,4216018,-27.878515,153.402054,N,Y,Y,N,N,Major Cities of Australia
Optus,4217001,-28.00081,153.413754,N,Y,Y,Y,N,Major Cities of Australia
Optus,4217002,-27.979406,153.424737,N,Y,Y,N,N,Major Cities of Australia
Optus,4217004,-28.00051608,153.4290428,N,Y,Y,Y,N,Major Cities of Australia
Optus,4217005,-28.00191384,153.3836875,N,Y,Y,Y,N,Major Cities of Australia
Optus,4217016,-28.010291,153.41034,N,Y,Y,Y,N,Major Cities of Australia
Optus,4217017,-28.002292,153.426533,N,N,Y,Y,N,Major Cities of Australia
Optus,4217017,-28.002039,153.426606,N,N,Y,N,N,Major Cities of Australia
Optus,4217018,-28.009801,153.39196,N,Y,Y,Y,N,Major Cities of Australia
Optus,4217019,-27.952163,153.424655,N,Y,Y,Y,N,Major Cities of Australia
Optus,4217020,-28.005905,153.403078,N,Y,Y,Y,N,Major Cities of Australia
Optus,4217023,-28.014381,153.43053,N,Y,Y,Y,N,Major Cities of Australia
Optus,4217024,-27.828571,153.420618,N,Y,Y,Y,N,Inner Regional Australia
Optus,4217032,-28.003083,153.431004,N,Y,Y,Y,N,Major Cities of Australia
Optus,4217033,-27.990957,153.427238,N,Y,Y,N,N,Major Cities of Australia
Optus,4217054,-27.993576,153.429728,N,Y,Y,N,N,Major Cities of Australia
Optus,4217062,-27.997591,153.426993,N,Y,Y,Y,N,Major Cities of Australia
Optus,4217063,-28.003918,153.428583,N,Y,Y,N,N,Major Cities of Australia
Optus,4217075,-28.011144,153.430382,N,Y,Y,Y,N,Major Cities of Australia
Optus,4217083,-27.9992,153.431,N,N,Y,N,N,Major Cities of Australia
Optus,4217084,-28.000021,153.430986,N,N,Y,N,N,Major Cities of Australia
Optus,4217085,-28.0008,153.431,N,N,Y,N,N,Major Cities of Australia
Optus,4217086,-28.0018,153.4311,N,N,Y,N,N,Major Cities of Australia
Optus,4217087,-28.002283,153.431002,N,N,Y,N,N,Major Cities of Australia
Optus,4217088,-28.002089,153.430511,N,N,Y,N,N,Major Cities of Australia
Optus,4217089,-28.002028,153.429458,N,N,Y,N,N,Major Cities of Australia
Optus,4217090,-28.002703,153.4312,N,N,Y,N,N,Major Cities of Australia
Optus,4217091,-28.003225,153.431248,N,N,Y,N,N,Major Cities of Australia
Optus,4217092,-28.004388,153.431336,N,N,Y,N,N,Major Cities of Australia
Optus,4217093,-28.00531,153.43134,N,N,Y,N,N,Major Cities of Australia
Optus,4217099,-28.0156,153.4325,N,Y,Y,N,N,Major Cities of Australia
Optus,4217100,-28.005535,153.428593,N,N,Y,Y,N,Major Cities of Australia
Optus,4218003,-28.027997,153.428617,N,Y,Y,N,N,Major Cities of Australia
Optus,4218004,-28.03712,153.428285,N,Y,Y,N,N,Major Cities of Australia
Optus,4218004,-28.035555,153.429394,N,Y,Y,Y,N,Major Cities of Australia
Optus,4218005,-28.061557,153.424525,N,Y,Y,Y,N,Major Cities of Australia
Optus,4218006,-28.0502,153.4358,N,Y,Y,N,N,Major Cities of Australia
Optus,4218007,-28.031932,153.428349,N,Y,Y,N,N,Major Cities of Australia
Optus,4218008,-28.025505,153.41722,N,Y,Y,N,N,Major Cities of Australia
Optus,4218014,-28.049119,153.426664,N,Y,Y,N,N,Major Cities of Australia
Optus,4218015,-28.021751,153.43225,N,Y,Y,N,N,Major Cities of Australia
Optus,4218016,-28.028802,153.432162,N,Y,Y,N,N,Major Cities of Australia
Optus,4218017,-28.02247962,153.4080727,N,Y,Y,N,N,Major Cities of Australia
Optus,4218023,-28.035813,153.406958,N,Y,Y,N,N,Major Cities of Australia
Optus,4218024,-28.034184,153.428853,N,Y,Y,N,N,Major Cities of Australia
Optus,4218025,-28.042034,153.433617,N,Y,Y,Y,N,Major Cities of Australia
Optus,4218029,-28.026846,153.434679,N,N,Y,N,N,Major Cities of Australia
Optus,4218030,-28.028426,153.434683,N,N,Y,N,N,Major Cities of Australia
Optus,4218031,-28.030377,153.434834,N,N,Y,N,N,Major Cities of Australia
Optus,4218032,-28.031429,153.435325,N,N,Y,N,N,Major Cities of Australia
Optus,4220001,-28.09401,153.44859,N,Y,Y,Y,N,Major Cities of Australia
Optus,4220002,-28.07778,153.444132,N,Y,Y,Y,N,Major Cities of Australia
Optus,4220004,-28.097606,153.44023,N,Y,Y,N,N,Major Cities of Australia
Optus,4220007,-28.090024,153.45128,N,Y,Y,Y,N,Major Cities of Australia
Optus,4220012,-28.10192,153.4234,N,Y,Y,N,N,Major Cities of Australia
Optus,4220016,-28.06305,153.4374,N,N,Y,Y,N,Major Cities of Australia
Optus,4220018,-28.108847,153.421688,N,Y,Y,Y,N,Major Cities of Australia
Optus,4220020,-28.065311,153.433527,N,Y,Y,N,N,Major Cities of Australia
Optus,4220021,-28.07083,153.42805,N,Y,Y,Y,N,Major Cities of Australia
Optus,4220022,-28.102109,153.434978,N,Y,Y,N,N,Major Cities of Australia
Optus,4220023,-28.105211,153.408481,N,Y,Y,Y,N,Major Cities of Australia
Optus,4221001,-28.134248,153.468268,N,Y,Y,Y,N,Major Cities of Australia
Optus,4221002,-28.13402,153.45406,N,Y,Y,Y,N,Major Cities of Australia
Optus,4221003,-28.115439,153.443285,N,Y,Y,N,N,Major Cities of Australia
Optus,4221004,-28.110761,153.456156,N,Y,Y,N,N,Major Cities of Australia
Optus,4221005,-28.11917919,153.4720833,N,Y,Y,Y,N,Major Cities of Australia
Optus,4221007,-28.10142784,153.4627622,N,Y,Y,N,N,Major Cities of Australia
Optus,4221009,-28.160904,153.43835,N,Y,Y,N,N,Major Cities of Australia
Optus,4222001,-27.96019,153.37883,N,N,Y,N,N,Major Cities of Australia
Optus,4223001,-28.15881,153.45941,N,Y,Y,N,N,Major Cities of Australia
Optus,4223003,-28.146934,153.477942,N,Y,Y,Y,N,Major Cities of Australia
Optus,4223006,-28.20212,153.41863,N,Y,Y,N,N,Major Cities of Australia
Optus,4223008,-28.144669,153.46023,N,Y,Y,N,N,Major Cities of Australia
Optus,4224001,-28.153962,153.487717,N,Y,Y,Y,N,Major Cities of Australia
Optus,4224002,-28.139863,153.490646,N,Y,Y,N,N,Major Cities of Australia
Optus,4224005,-28.17593,153.51254,N,N,Y,N,N,Major Cities of Australia
Optus,4225001,-28.175119,153.531445,N,Y,Y,Y,N,Major Cities of Australia
Optus,4225002,-28.166948,153.513456,N,Y,Y,N,N,Major Cities of Australia
Optus,4225005,-28.1664039,153.5157745,N,Y,Y,N,N,Major Cities of Australia
Optus,4225006,-28.168859,153.538518,N,Y,Y,N,N,Major Cities of Australia
Optus,4225010,-28.165437,153.548761,N,Y,Y,Y,N,Major Cities of Australia
Optus,4226001,-28.055401,153.392843,N,Y,Y,Y,N,Major Cities of Australia
Optus,4226002,-28.076637,153.383916,N,Y,Y,N,N,Major Cities of Australia
Optus,4226002,-28.076532,153.383878,N,Y,Y,N,N,Major Cities of Australia
Optus,4226003,-28.07821,153.406182,N,Y,Y,Y,N,Major Cities of Australia
Optus,4226004,-28.04489,153.40841,N,Y,Y,N,N,Major Cities of Australia
Optus,4226008,-28.064,153.4049,N,N,Y,N,N,Major Cities of Australia
Optus,4226011,-28.073812,153.398462,N,Y,Y,N,N,Major Cities of Australia
Optus,4226015,-28.066849,153.378796,N,N,Y,N,N,Major Cities of Australia
Optus,4226015,-28.067436,153.378118,N,Y,Y,Y,N,Major Cities of Australia
Optus,4226018,-28.045566,153.366975,N,Y,Y,Y,N,Major Cities of Australia
Optus,4226022,-28.0719,153.37606,N,N,Y,N,N,Major Cities of Australia
Optus,4227003,-28.115108,153.396734,N,Y,Y,Y,N,Major Cities of Australia
Optus,4227004,-28.084825,153.424723,N,Y,Y,Y,N,Major Cities of Australia
Optus,4227005,-28.09453,153.398291,N,Y,Y,Y,N,Major Cities of Australia
Optus,4228001,-28.139018,153.428406,N,Y,Y,N,N,Major Cities of Australia
Optus,4228003,-28.124723,153.423951,N,Y,Y,Y,N,Major Cities of Australia
Optus,4229001,-28.07377517,153.4188101,N,Y,Y,Y,N,Major Cities of Australia
Optus,4270001,-27.847935,153.074508,N,Y,Y,Y,N,Inner Regional Australia
Optus,4270002,-27.837245,153.158796,N,Y,Y,N,N,Inner Regional Australia
Optus,4270005,-27.88985,153.14075,N,Y,Y,N,N,Inner Regional Australia
Optus,4272001,-27.926066,153.199923,N,Y,Y,N,N,Major Cities of Australia
Optus,4272002,-27.928873,153.183501,N,Y,Y,N,N,Major Cities of Australia
Optus,4272004,-27.969728,153.213237,N,Y,Y,Y,N,Major Cities of Australia
Optus,4272005,-27.997252,153.18247,N,Y,Y,N,N,Major Cities of Australia
Optus,4272011,-27.914198,153.196079,N,Y,Y,N,N,Inner Regional Australia
Optus,4275001,-28.230977,153.136843,N,Y,N,N,N,Inner Regional Australia
Optus,4280004,-27.792795,153.016247,N,Y,Y,Y,N,Major Cities of Australia
Optus,4280012,-27.82635,152.94997,N,N,Y,Y,N,Major Cities of Australia
Optus,4280014,-27.824558,153.029849,N,N,Y,Y,N,Major Cities of Australia
Optus,4280015,-27.80865,152.948135,N,Y,Y,N,N,Major Cities of Australia
Optus,4285001,-27.99636,153.026811,N,Y,Y,N,N,Inner Regional Australia
Optus,4285005,-28.191435,152.84311,N,Y,Y,N,N,Inner Regional Australia
Optus,4285009,-27.9540255,152.8873555,N,Y,Y,N,N,Inner Regional Australia
Optus,4285010,-28.07585664,152.8583649,N,Y,Y,N,N,Inner Regional Australia
Optus,4285013,-27.984632,152.993518,N,Y,Y,N,N,Inner Regional Australia
Optus,4285015,-27.89239,153.00258,N,Y,Y,Y,N,Inner Regional Australia
Optus,4300001,-27.634765,152.932143,N,Y,Y,Y,N,Major Cities of Australia
Optus,4300003,-27.658321,152.907885,N,Y,Y,Y,N,Major Cities of Australia
Optus,4300004,-27.620049,152.900999,N,Y,Y,Y,N,Major Cities of Australia
Optus,4300005,-27.672973,152.923033,N,Y,Y,N,N,Major Cities of Australia
Optus,4300012,-27.612398,152.930448,N,Y,Y,N,N,Major Cities of Australia
Optus,4300013,-27.625528,152.936338,N,Y,Y,N,N,Major Cities of Australia
Optus,4300016,-27.682329,152.899089,N,Y,Y,N,N,Major Cities of Australia
Optus,4300020,-27.611378,152.942744,N,Y,Y,N,N,Major Cities of Australia
Optus,4300022,-27.65319,152.92071,N,Y,Y,Y,N,Major Cities of Australia
Optus,4300026,-27.680886,152.90082,N,Y,Y,N,N,Major Cities of Australia
Optus,4300028,-27.686202,152.908553,N,N,Y,N,N,Major Cities of Australia
Optus,4300029,-27.6651,152.8906,N,Y,Y,N,N,Major Cities of Australia
Optus,4300030,-27.610145,152.903032,N,Y,Y,Y,N,Major Cities of Australia
Optus,4300031,-27.600014,152.884476,N,Y,Y,Y,N,Major Cities of Australia
Optus,4300034,-27.613033,152.886665,Y,N,Y,Y,N,Major Cities of Australia
Optus,4301001,-27.604683,152.866452,N,Y,Y,Y,N,Major Cities of Australia
Optus,4301003,-27.618257,152.854398,N,Y,Y,N,N,Major Cities of Australia
Optus,4301004,-27.651617,152.862587,N,Y,Y,Y,N,Major Cities of Australia
Optus,4301005,-27.659898,152.870926,N,Y,Y,Y,N,Major Cities of Australia
Optus,4301006,-27.60561,152.86832,N,Y,Y,N,N,Major Cities of Australia
Optus,4301010,-27.641542,152.836168,N,Y,Y,N,N,Major Cities of Australia
Optus,4301011,-27.667313,152.859815,N,Y,N,N,N,Major Cities of Australia
Optus,4301012,-27.624652,152.873269,N,Y,Y,N,N,Major Cities of Australia
Optus,4303002,-27.60271,152.84202,N,Y,Y,Y,N,Major Cities of Australia
Optus,4303006,-27.587089,152.828914,N,Y,Y,Y,N,Major Cities of Australia
Optus,4304002,-27.6133,152.820114,N,Y,Y,Y,N,Major Cities of Australia
Optus,4304005,-27.608736,152.806604,N,Y,Y,N,N,Major Cities of Australia
Optus,4304006,-27.61703,152.78924,N,Y,Y,N,N,Major Cities of Australia
Optus,4304008,-27.599994,152.803612,N,Y,Y,N,N,Major Cities of Australia
Optus,4305001,-27.65994,152.74255,N,Y,Y,Y,N,Major Cities of Australia
Optus,4305002,-27.577206,152.789565,N,Y,Y,Y,N,Major Cities of Australia
Optus,4305003,-27.593463,152.732573,N,Y,Y,Y,N,Major Cities of Australia
Optus,4305004,-27.515519,152.583968,N,Y,Y,N,N,Inner Regional Australia
Optus,4305006,-27.613314,152.761423,N,Y,Y,N,N,Major Cities of Australia
Optus,4305010,-27.587368,152.770148,N,Y,Y,Y,N,Major Cities of Australia
Optus,4305011,-27.621706,152.770162,N,Y,Y,N,N,Major Cities of Australia
Optus,4305011,-27.62174,152.770053,N,Y,Y,Y,N,Major Cities of Australia
Optus,4305012,-27.645964,152.79456,N,Y,Y,Y,N,Major Cities of Australia
Optus,4305015,-27.61926702,152.7543937,N,Y,Y,Y,N,Major Cities of Australia
Optus,4305017,-27.617661,152.725502,N,Y,Y,Y,N,Major Cities of Australia
Optus,4305018,-27.629569,152.785198,N,Y,Y,N,N,Major Cities of Australia
Optus,4305019,-27.651894,152.764521,N,Y,Y,N,N,Major Cities of Australia
Optus,4305020,-27.63922,152.747959,N,Y,Y,Y,N,Major Cities of Australia
Optus,4305022,-27.5992,152.7596583,N,Y,Y,Y,N,Major Cities of Australia
Optus,4305024,-27.609911,152.760122,N,Y,Y,N,N,Major Cities of Australia
Optus,4305025,-27.608283,152.758055,N,Y,Y,N,N,Major Cities of Australia
Optus,4305032,-27.639894,152.765574,Y,N,Y,Y,N,Major Cities of Australia
Optus,4305033,-27.581406,152.755287,Y,N,Y,Y,N,Major Cities of Australia
Optus,4306001,-27.567763,152.819376,N,Y,Y,N,N,Major Cities of Australia
Optus,4306002,-27.564904,152.688336,N,Y,Y,Y,N,Inner Regional Australia
Optus,4306003,-27.5454162,152.8060907,N,Y,Y,N,N,Major Cities of Australia
Optus,4306007,-27.657018,152.781108,N,Y,Y,N,N,Major Cities of Australia
Optus,4306008,-27.70103,152.82138,N,Y,Y,N,N,Major Cities of Australia
Optus,4306010,-26.88496613,152.1107322,N,Y,Y,N,N,Outer Regional Australia
Optus,4306019,-27.530226,152.832369,N,Y,Y,N,N,Major Cities of Australia
Optus,4306023,-27.453027,152.66671,N,Y,Y,N,N,Inner Regional Australia
Optus,4306035,-27.794748,152.708839,N,Y,Y,N,N,Inner Regional Australia
Optus,4306057,-26.876602,152.151491,N,Y,Y,N,N,Outer Regional Australia
Optus,4306058,-27.70451,152.75917,N,Y,Y,Y,N,Major Cities of Australia
Optus,4306061,-27.597931,152.65892,N,Y,Y,Y,N,Major Cities of Australia
Optus,4306062,-27.633841,152.813563,N,Y,Y,Y,N,Major Cities of Australia
Optus,4306068,-27.529265,152.802561,N,Y,Y,N,N,Major Cities of Australia
Optus,4306075,-27.668129,152.790461,Y,Y,Y,N,N,Major Cities of Australia
Optus,4306079,-27.574209,152.72316,Y,N,Y,Y,N,Major Cities of Australia
Optus,4307004,-27.81113,152.67651,N,Y,Y,N,N,Inner Regional Australia
Optus,4309003,-27.925782,152.576612,N,Y,Y,N,N,Inner Regional Australia
Optus,4309007,-28.02352,152.48225,N,Y,Y,N,N,Inner Regional Australia
Optus,4310001,-27.96792,152.662237,N,Y,Y,N,N,Inner Regional Australia
Optus,4310002,-28.05949735,152.5688035,N,Y,Y,N,N,Inner Regional Australia
Optus,4311002,-27.564918,152.565923,N,Y,Y,N,N,Inner Regional Australia
Optus,4311006,-27.451393,152.368848,N,Y,Y,N,N,Inner Regional Australia
Optus,4311011,-27.481057,152.563169,N,Y,Y,N,N,Inner Regional Australia
